transaction_id,sale_date,store_id,product_id,quantity,unit_price,discount,total_amount,payment_method,sales_rep
TXN-00301,2023-11-25,S008,P020,4,59.95,0.1,352.93,debit card,Tom B.
TXN-00054,06/14/2024,S001,P018,4,85.0,n/a,272.0,Debit Card,Maria S.
TXN-00181,02/06/2024,S005,P001,3,19.99,0.05,56.97,Apple Pay,Carlos R.
TXN-00078,14-Aug-2024,S001,P010,5,69.95,0.1,314.78,Credit Card,David N.
TXN-00704,27-Dec-2023,S002,P008,4,89.95,0.2,287.84,Credit Card,David N.
TXN-00116,2023-01-09,S001,P010,4,69.95,0.25,209.85,PayPal,Amy K.
TXN-00920,2024-06-09,S002,P005,2,34.99,0,69.98,Gift Card,James T.
TXN-01047,01-Jul-2023,S004,P014,2,89.95,0.05,170.91,paypal,
TXN-00628,05/26/2024,S006,P011,-1,198.0,0,198.0,Debit Card,Tom B.
TXN-01187,04/06/2023,S004,P012,2,119.0,0,238.0,PAYPAL,Lin W.
TXN-00413,21-May-2023,S006,P004,5,49.95,0.15,212.29,Credit Card,Lin W.
TXN-00886,04-Mar-2023,S004,P007,5,64.95,0,324.75,Apple Pay,Amy K.
TXN-00438,21-Aug-2024,S002,P008,5,89.95,0,449.75,Cash,David N.
TXN-00693,11/06/2024,S008,P002,2,59.95,0.05,113.91,debit card,Priya M.
TXN-00922,19-Mar-2024,,P006,2,79.95,0.1,143.91,CREDIT CARD,Tom B.
TXN-01008,2023-05-06,S005, P017 ,2,39.95,0.2,63.92,PayPal,Priya M.
TXN-00454,09/10/2023,S001,P017,5,39.95,0,199.75,credit card,Priya M.
TXN-00778,12-Jun-2023,S006,P019,3,79.95,0.1,215.87,Apple Pay,Amy K.
TXN-00022,02/12/2023,S001,P012,5,119.0,n/a,595.0,Debit Card,Priya M.
TXN-01157,2024-11-03,S006,P001,5,19.99,n/a,99.95,Credit Card,Tom B.
TXN-00419,2024-03-10,S003,P015,1,44.95,0,44.95,Gift Card,David N.
TXN-00554,2024-09-19,S006,P015,2,44.95,0.25,67.43,Apple Pay,Priya M.
TXN-00926,18-Aug-2024,S005,P007,3,64.95,0.15,165.62,Gift Card,Carlos R.
TXN-01093,12-Nov-2023,S007,P016,5,49.95,0.25,187.31,Gift Card,David N.
TXN-00912,14-Nov-2023,S006,P008,-5,89.95,0.25,337.31,Cash,Maria S.
TXN-00658,12/09/2024,S007,P013,4,44.95,0,179.8,Apple Pay,
TXN-00067,2023-05-25,S008,P010,3,69.95,0,483.67,Credit Card,Tom B.
TXN-01065,03/14/2024,S006,P013,2,44.95,0,89.9,PayPal,David N.
TXN-01173,2023-09-27,S001,P003,5,129.0,0.2,516.0,Gift Card,Tom B.
TXN-00040,06-Jan-2024,S006,P001,4,19.99,0.25,59.97,Gift Card,James T.
TXN-01106,03/27/2023,S002,P008,3,89.95,0.25,202.39,Credit Card,Lin W.
TXN-00675,31-Jan-2024,S002,P019,4,79.95,0.15,271.83,Gift Card,Amy K.
TXN-00097,2023-09-20,S003,P016,4,49.95,0,199.8,Credit Card,James T.
TXN-00541,04/23/2024,S004,P008,5,89.95,0,449.75,Apple Pay,Priya M.
TXN-01097,2024-02-15,S006,P017,3,39.95,0.25,89.89,debit card,Amy K.
TXN-00681,2024-08-19,S004,P007,2,64.95,0.2,103.92,Credit Card,Carlos R.
TXN-01174,2023-01-22,S004, P019 ,3,79.95,0.1,215.87,Debit Card,David N.
TXN-00598,17-Jan-2023,S001,P012,2,119.0,0.1,214.2,Cash,Lin W.
TXN-00919,2023-11-24,S005,P019,5,79.95,0,399.75,Debit Card,Amy K.
TXN-00131,2024-05-04,S002,P010,3,69.95,0.05,199.36,Debit Card,Carlos R.
TXN-00540,28-Mar-2024,,P008,5,89.95,0.2,359.8,debit card,David N.
TXN-00274,2024-11-06,S001,P018,5,85.0,0,425.0,gift card,James T.
TXN-00202,2023-04-03,S008,P018,3,85.0,,255.0,Credit Card,Tom B.
TXN-01124,11/19/2023,S006,P014,-3,89.95,0,269.85,Cash,Maria S.
TXN-01165,29-Jan-2023,S006,P004,1,49.95,0.25,37.46,APPLE PAY,Amy K.
TXN-00353,31-Dec-2024,S008,P020,3,59.95,0.1,161.87,DEBIT CARD,David N.
TXN-00572,09/19/2023,S005,P005,5,34.99,0.2,139.96,PayPal,James T.
TXN-00021,10/14/2024,S007,P009,1,74.95,0,74.95,Debit Card,David N.
TXN-01096,20-Jul-2023,, P004 ,3,49.95,0,149.85,Credit Card,
TXN-00964,03-Sep-2023,S002,P016,3,49.95,0,149.85,Debit Card,Maria S.
TXN-00952,09-Jun-2023,S005,P019,5,79.95,0.15,756.06,PayPal,David N.
TXN-00093,2024-06-30,S004,P015,5,44.95,0.1,202.28,Debit Card,Tom B.
TXN-00033,06-Jun-2023,S002,P005,2,34.99,0.05,66.48,Apple Pay,Priya M.
TXN-00259,03/30/2023,S006,P017,1,39.95,0.1,35.96,PayPal,Amy K.
TXN-00174,04/06/2023,S005,P014,4,89.95,0.25,269.85,Apple Pay,
TXN-01184,2024-07-18,S003,P016,2,49.95,0,99.9,Debit Card,Maria S.
TXN-00764,09-Oct-2023,S004,P002,3,59.95,NA,134.89,Gift Card,Carlos R.
TXN-00763,21-Sep-2023,S005,P014,4,89.95,0,359.8,Apple Pay,Lin W.
TXN-00661,26-Dec-2023,S002,P004,3,49.95,n/a,127.37,Gift Card,Tom B.
TXN-00811,03/08/2024,S008,P019,5,79.95,NA,882.16,Cash,Lin W.
TXN-00475,2024-10-18,S003,P014,1,89.95,0.2,71.96,APPLE PAY,Maria S.
TXN-00954,02/14/2024,S003,P004,5,49.95,0.15,212.29,Apple Pay,Priya M.
TXN-00117,27-Nov-2024,S005,P003,4,129.0,0.25,387.0,PayPal,Amy K.
TXN-00278,2023-06-15,S007,P005,1,34.99,0.05,33.24,Apple Pay,Tom B.
TXN-00328,12/04/2023,S004,P019,2,79.95,0.2,127.92,PayPal,Amy K.
TXN-00185,05/23/2024,S003,P004,1,49.95,0,49.95,Debit Card,Maria S.
TXN-00752,2024-04-16,S005,P005,3,34.99,0.25,78.73,Debit Card,Priya M.
TXN-00026,12/26/2024,,P013,5,44.95,0.05,213.51,Credit Card,Amy K.
TXN-00625,01/06/2024,S004,P011,5,198.0,NA,990.0,Credit Card,Priya M.
TXN-00839,2023-01-13,S001, P012 ,1,119.0,0,119.0,PayPal,Maria S.
TXN-00308,06/08/2023,S008,P009,5,74.95,NA,374.75,PayPal,James T.
TXN-00319,10/24/2023,S008,P020,5,59.95,0,299.75,Gift Card,Carlos R.
TXN-01127,2024-09-19,S008,P016,3,49.95,0.2,119.88,CASH,Lin W.
TXN-00397,12/28/2023,S002,P016,5,49.95,0.05,237.26,cash,Carlos R.
TXN-00134,2024-12-18,S004,P019,1,79.95,0,79.95,CASH,Priya M.
TXN-00723,02/12/2024,, P001 ,1,19.99,0,19.99,paypal,James T.
TXN-00699,09/23/2023,,P019,3,79.95,0,239.85,Credit Card,Carlos R.
TXN-00354,2023-08-26,S008,P004,4,49.95,0.1,179.82,Gift Card,Tom B.
TXN-00326,07-Feb-2024,S001,P002,2,59.95,0.1,107.91,Gift Card,David N.
TXN-00445,07/23/2023,S004,P001,1,19.99,0.05,18.99,Gift Card,James T.
TXN-00244,15-Jul-2023,S004,P007,1,64.95,0.2,51.96,gift card,Carlos R.
TXN-00053,11/09/2024,S002,P006,3,79.95,0.2,191.88,Cash,Tom B.
TXN-00508,09-Jan-2023,S003,P016,3,49.95,0.15,127.37,cash,Amy K.
TXN-00876,2024-11-21,S001,P020,4,59.95,0,239.8,Credit Card,Tom B.
TXN-00280,03-Nov-2024,S001,P006,4,79.95,0.25,445.85,DEBIT CARD,Maria S.
TXN-00405,2024-06-23,S006,P003,3,129.0,0,387.0,PayPal,Carlos R.
TXN-00434,2023-09-04,S001,P017,2,39.95,0.15,67.92,Debit Card,Tom B.
TXN-01132,07-Jun-2023,S003,P007,1,64.95,0,64.95,Debit Card,Lin W.
TXN-01140,2024-10-26,S005,P006,3,79.95,0,239.85,PayPal,Carlos R.
TXN-01024,05/19/2024,S007,P002,3,59.95,0,179.85,Debit Card,David N.
TXN-00448,12/10/2024,S008,P003,1,129.0,0.25,96.75,Cash,
TXN-00192,29-Aug-2024,S002,P019,1,79.95,0,79.95,Credit Card,Priya M.
TXN-00027,13-Nov-2023,S006,P020,3,59.95,0,179.85,PayPal,Amy K.
TXN-00744,2023-03-30,S008,P003,-1,129.0,0,129.0,apple pay,Lin W.
TXN-00847,30-Jul-2023,S004,P019,5,79.95,0,399.75,Gift Card,Maria S.
TXN-00594,02/12/2024,S003,P010,1,69.95,0,69.95,Apple Pay,Carlos R.
TXN-00877,11/04/2023,S006,P015,3,44.95,0.25,101.14,Gift Card,David N.
TXN-00084,2024-03-23,S001,P011,2,198.0,0.25,297.0,Credit Card,David N.
TXN-00368,04/02/2024,S005,P001,1,19.99,0,19.99,Apple Pay,Lin W.
TXN-00233,06/16/2024,S004,P001,3,19.99,0.2,47.98,Apple Pay,James T.
TXN-01185,15-May-2023,S005,P009,4,74.95,0.1,269.82,apple pay,Carlos R.
TXN-00803,2023-07-15,S004,P004,4,49.95,0.15,169.83,Gift Card,
TXN-00435,2023-09-02,S005,P010,2,69.95,0.1,125.91,GIFT CARD,Carlos R.
TXN-00985,2024-02-09,S001,P008,2,89.95,,179.9,Apple Pay,
TXN-00570,06/25/2023,S001,P003,1,129.0,n/a,116.1,PayPal,David N.
TXN-00415,26-May-2023,S005,P001,1,19.99,0.05,18.99,APPLE PAY,Lin W.
TXN-00718,2024-03-11,S005,P014,4,89.95,0.15,305.83,Apple Pay,Carlos R.
TXN-01081,07/01/2024,S006, P017 ,3,39.95,0,119.85,Apple Pay,
TXN-01120,04/03/2023,S008,P010,5,69.95,0.2,279.8,Apple Pay,Amy K.
TXN-00984,20-Feb-2024,S007,P009,5,74.95,0.25,281.06,Credit Card,Maria S.
TXN-00612,12/12/2023,S008, P005 ,5,34.99,0.1,157.46,Gift Card,Tom B.
TXN-00746,08/15/2024,S005, P015 ,3,44.95,0,134.85,Cash,Tom B.
TXN-00531,19-Jan-2023,S008,P005,4,34.99,0.1,125.96,Debit Card,Lin W.
TXN-00768,18-Oct-2023,S003,P020,3,59.95,0.2,143.88,Credit Card,Priya M.
TXN-00068,2024-11-22,S008,P012,3,119.0,0.2,285.6,Credit Card,David N.
TXN-00859,2024-12-30,S007,P005,5,34.99,0.05,166.2,Debit Card,Carlos R.
TXN-00829,17-Apr-2023,S006,P018,3,85.0,0.2,204.0,Gift Card,Lin W.
TXN-00562,2024-11-06,S004,P002,2,59.95,0.25,89.93,Cash,Priya M.
TXN-00883,26-Nov-2023,S005,P018,3,85.0,0.15,216.75,Debit Card,Carlos R.
TXN-00015,2024-05-07,S001,P003,2,129.0,NA,258.0,Gift Card,Priya M.
TXN-00121,27-Feb-2024,S004,P001,4,19.99,0.15,67.97,Debit Card,Priya M.
TXN-00088,2024-04-06,S004, P011 ,5,198.0,0.25,742.5,Credit Card,Lin W.
TXN-00898,01/01/2023,S001,P001,5,19.99,0,99.95,Cash,Maria S.
TXN-00464,2024-04-19,S004,P014,5,89.95,0.05,427.26,CASH,James T.
TXN-00643,2023-06-27,S008,P016,4,49.95,0.2,159.84,Cash,Carlos R.
TXN-00776,06/23/2023,S002,P004,2,49.95,0.1,89.91,Apple Pay,James T.
TXN-00685,04-Dec-2023,S004,P011,1,198.0,0,198.0,PAYPAL,Carlos R.
TXN-01056,12-Apr-2024,,P012,4,119.0,0.2,380.8,Apple Pay,David N.
TXN-00728,09/16/2023,S008,P017,5,39.95,0.05,189.76,Gift Card,
TXN-00841,04/21/2023,S001,P020,1,59.95,0,59.95,Cash,Amy K.
TXN-00507,2023-05-21,S007,P016,5,49.95,0.25,187.31,Debit Card,Lin W.
TXN-00041,03/30/2023,S008, P015 ,4,44.95,0.1,161.82,Debit Card,David N.
TXN-00543,01/25/2024,S002,P010,5,69.95,0,349.75,Cash,Lin W.
TXN-01018,2023-11-27,,P016,2,49.95,0,99.9,apple pay,Priya M.
TXN-00871,07-Jun-2023,S002,P008,1,89.95,N/A,89.95,Credit Card,David N.
TXN-00737,12-Oct-2023,S006,P017,1,39.95,0.05,37.95,Apple Pay,Lin W.
TXN-00143,04-Jan-2024,S007,P015,5,44.95,0.15,191.04,Cash,Amy K.
TXN-00957,2023-02-03,S002,P005,1,34.99,0,34.99,Debit Card,Tom B.
TXN-00030,02-Nov-2024,,P013,4,44.95,0.2,143.84,Debit Card,Carlos R.
TXN-01087,2023-10-19,S002, P005 ,3,34.99,0,104.97,Credit Card,James T.
TXN-00822,09/15/2023,S005,P009,3,74.95,0.15,191.12,APPLE PAY,Priya M.
TXN-00563,28-Nov-2023,S005,P010,2,69.95,0.2,111.92,DEBIT CARD,James T.
TXN-00553,28-Feb-2024,S005,P008,-3,89.95,0.25,202.39,PayPal,
TXN-00510,2024-10-16,S002,P015,1,44.95,0.25,33.71,Credit Card,Carlos R.
TXN-00641,06-Sep-2024,,P004,3,49.95,0.15,127.37,PayPal,Tom B.
TXN-01111,01/22/2024,S003,P016,3,49.95,0.05,142.36,Apple Pay,David N.
TXN-01188,2024-08-21,S004,P015,4,44.95,0.25,134.85,Gift Card,David N.
TXN-00245,09-May-2024,S003,P016,1,49.95,0,49.95,PayPal,Priya M.
TXN-00807,09/28/2024,,P007,3,64.95,NA,155.88,CASH,David N.
TXN-00913,14-Dec-2024,S008,P003,5,129.0,N/A,645.0,Cash,Tom B.
TXN-00219,01/13/2024,S001,P015,1,44.95,n/a,38.21,Cash,Carlos R.
TXN-00945,02/13/2024,S003,P001,2,19.99,0.25,29.98,Gift Card,Amy K.
TXN-00225,2024-07-25,S008,P012,5,119.0,0.1,535.5,Apple Pay,Lin W.
TXN-00592,2024-04-01,S002,P002,5,59.95,0.05,284.76,Apple Pay,Carlos R.
TXN-01175,2023-09-19,S001, P003 ,4,129.0,0.05,490.2,Cash,Priya M.
TXN-00824,10-Aug-2024,,P013,1,44.95,0.15,38.21,Gift Card,Tom B.
TXN-00989,2024-03-24,,P013,3,44.95,0,134.85,Debit Card,Tom B.
TXN-00596,2024-06-30,S005,P018,1,85.0,0,85.0,Credit Card,
TXN-00220,01/29/2023,,P012,2,119.0,0.1,214.2,Cash,James T.
TXN-00108,2023-08-18,S005,P010,2,69.95,0,139.9,PayPal,David N.
TXN-00707,05/11/2023,S002,P005,5,34.99,0.2,139.96,Cash,Priya M.
TXN-00961,04/21/2023,S003,P002,1,59.95,0,59.95,Debit Card,James T.
TXN-00355,04/26/2023,S006,P015,4,44.95,0,179.8,Gift Card,James T.
TXN-01046,07/18/2023,S008,P019,5,79.95,0,399.75,Apple Pay,James T.
TXN-00931,2024-09-23,S006,P008,2,89.95,0.2,143.92,PAYPAL,Carlos R.
TXN-01033,29-Jul-2024,S007,P001,4,19.99,0,79.96,Cash,Carlos R.
TXN-00240,03/18/2023,S001,P001,2,19.99,0.25,29.98,Debit Card,Tom B.
TXN-00568,2024-12-18,S003,P004,3,49.95,0,149.85,Gift Card,Lin W.
TXN-00130,04-Jan-2024,S006,P010,5,69.95,0,349.75,Apple Pay,Amy K.
TXN-01028,19-Jan-2024,S003,P014,1,89.95,0.05,85.45,APPLE PAY,Carlos R.
TXN-01071,2023-05-10,S003, P018 ,1,85.0,0,85.0,Credit Card,Carlos R.
TXN-00012,14-Mar-2023,S002,P002,2,59.95,0,119.9,Cash,Maria S.
TXN-00758,2024-10-11,S007,P002,3,59.95,0.2,143.88,Apple Pay,Amy K.
TXN-00006,2023-09-29,S006,P007,4,64.95,0.2,207.84,Debit Card,Tom B.
TXN-00450,28-Dec-2024,S008,P011,4,198.0,0,792.0,Cash,James T.
TXN-00105,2024-08-03,S003,P003,2,129.0,0.15,219.3,Gift Card,David N.
TXN-00551,2024-06-18,S001,P009,1,74.95,0,74.95,Debit Card,James T.
TXN-00609,01/18/2023,S004,P003,2,129.0,n/a,219.3,Debit Card,Maria S.
TXN-00631,2024-09-01,S003,P015,4,44.95,0.15,152.83,PayPal,Lin W.
TXN-00206,13-Sep-2023,S002,P011,4,198.0,NA,792.0,Debit Card,Amy K.
TXN-00170,04/27/2023,S005,P006,4,79.95,0.25,239.85,PayPal,James T.
TXN-00500,25-Nov-2024,S004,P017,3,39.95,NA,113.86,Apple Pay,
TXN-00838,07/08/2023,S006,P006,4,79.95,0.1,693.43,Credit Card,Tom B.
TXN-00070,03-Feb-2023,S003,P014,1,89.95,0.25,67.46,Cash,Priya M.
TXN-00005,05-Dec-2024,S004,P006,4,79.95,N/A,255.84,Apple Pay,
TXN-00120,2024-05-06,S008,P009,5,74.95,0.05,356.01,PayPal,Maria S.
TXN-00578,2023-09-03,S005,P014,3,89.95,0,269.85,CREDIT CARD,James T.
TXN-01074,24-Feb-2023,S008,P013,5,44.95,0.05,213.51,Gift Card,James T.
TXN-00079,07/04/2023,S007,P018,5,85.0,,425.0,Credit Card,Amy K.
TXN-00267,05/10/2024,,P015,2,44.95,0,89.9,Apple Pay,Lin W.
TXN-01178,2023-07-10,S008,P011,5,198.0,0.25,742.5,PayPal,David N.
TXN-00650,2023-02-18,S002,P012,5,119.0,0,595.0,Debit Card,Maria S.
TXN-00102,03/26/2024,S005,P004,3,49.95,0.2,119.88,Apple Pay,Priya M.
TXN-01099,03/22/2023,S008, P009 ,4,74.95,0.2,239.84,Debit Card,Priya M.
TXN-00389,31-Aug-2023,S006, P008 ,1,89.95,0.15,76.46,Credit Card,Carlos R.
TXN-00817,06/18/2024,S004,P009,-1,74.95,0.2,59.96,Gift Card,Amy K.
TXN-01180,17-Mar-2024,S003,P008,5,89.95,0,449.75,DEBIT CARD,Lin W.
TXN-00447,07/04/2023,S004,P020,2,59.95,0.1,107.91,GIFT CARD,Carlos R.
TXN-00374,2024-11-07,S003,P004,2,49.95,0.1,89.91,Gift Card,Amy K.
TXN-00918,2023-02-10,S002,P006,5,79.95,0.2,319.8,PayPal,
TXN-00937,03-Apr-2023,S004, P002 ,4,59.95,0.15,203.83,DEBIT CARD,Maria S.
TXN-00855,2023-08-28,S006,P012,1,119.0,0,119.0,Apple Pay,James T.
TXN-00186,30-Dec-2024,S001,P011,4,198.0,,712.8,Cash,James T.
TXN-01116,23-Jul-2024,S006,P006,2,79.95,,159.9,Cash,Amy K.
TXN-00401,10/19/2023,S008,P012,3,119.0,0,357.0,Cash,Lin W.
TXN-01034,2023-05-01,S001,P010,1,69.95,,59.46,Apple Pay,Priya M.
TXN-01004,2023-01-31,S002,P011,4,198.0,0,792.0,Cash,Amy K.
TXN-01040,05/21/2023,,P005,4,34.99,0.2,111.97,PayPal,Lin W.
TXN-00168,06/20/2023,S007,P014,2,89.95,0.25,134.93,PayPal,Lin W.
TXN-01182,2024-12-08,S006,P019,4,79.95,0.25,239.85,Apple Pay,Lin W.
TXN-00376,2023-09-23,, P018 ,4,85.0,0.05,323.0,GIFT CARD,James T.
TXN-00234,07/26/2023,S008,P007,5,64.95,0.05,773.57,paypal,Amy K.
TXN-00159,2024-07-17,S007,P012,1,119.0,0.05,113.05,Apple Pay,Lin W.
TXN-00060,21-Nov-2024,S005, P011 ,5,198.0,0.2,792.0,Cash,
TXN-00968,2023-02-18,S004,P015,2,44.95,0.2,71.92,Gift Card,Maria S.
TXN-00552,2024-09-17,S006,P011,2,198.0,NA,336.6,Gift Card,Priya M.
TXN-00619,30-Dec-2024,S003,P011,3,198.0,0.15,504.9,Credit Card,Priya M.
TXN-00790,02/07/2024,,P011,4,198.0,0.1,712.8,paypal,Priya M.
TXN-01181,10-Jan-2024,S002,P017,5,39.95,0.25,149.81,APPLE PAY,Maria S.
TXN-00270,06/11/2023,S002,P017,3,39.95,0.05,113.86,Debit Card,Lin W.
TXN-00477,07-Feb-2023,S008,P012,4,119.0,0.05,452.2,Credit Card,Amy K.
TXN-00613,05/28/2024,S001,P013,4,44.95,0.25,134.85,PayPal,Amy K.
TXN-00293,2023-05-29,S008,P003,4,129.0,0.1,464.4,Apple Pay,Tom B.
TXN-00869,04/26/2024,S001,P019,1,79.95,0.1,71.95,Debit Card,Priya M.
TXN-00499,18-Jul-2023,S005,P019,5,79.95,0.25,299.81,PayPal,Lin W.
TXN-00779,2023-11-07,S007,P009,2,74.95,0,149.9,PayPal,Carlos R.
TXN-00157,02/10/2024,S004,P015,1,44.95,0,44.95,Credit Card,Amy K.
TXN-00800,2023-11-12,S006,P019,2,79.95,,151.91,Debit Card,Lin W.
TXN-00614,04/24/2024,S001,P008,4,89.95,0,359.8,Apple Pay,James T.
TXN-00288,2023-01-09,S003,P015,1,44.95,0.25,33.71,Apple Pay,David N.
TXN-00936,04/01/2024,S006,P013,1,44.95,0.25,33.71,Apple Pay,Priya M.
TXN-00714,12/10/2023,S002,P008,1,89.95,0.15,76.46,PayPal,
TXN-00769,15-Feb-2024,S004,P004,5,49.95,0.1,224.78,Debit Card,Lin W.
TXN-00889,07/02/2023,S007, P018 ,1,85.0,0.2,68.0,Gift Card,David N.
TXN-01152,2023-09-30,S003, P009 ,1,74.95,0.2,59.96,Gift Card,Lin W.
TXN-00517,2024-07-17,S007,P013,5,44.95,0,224.75,CASH,David N.
TXN-00426,06/18/2023,S008,P002,1,59.95,0,59.95,Apple Pay,Amy K.
TXN-01159,25-May-2023,S005,P018,3,85.0,0.1,229.5,Apple Pay,Carlos R.
TXN-00238,11/25/2024,S001,P006,1,79.95,,63.96,PayPal,Tom B.
TXN-00635,08/08/2024,S006,P017,5,39.95,0.15,169.79,Debit Card,David N.
TXN-00020,16-Oct-2023,S003,P009,1,74.95,0,74.95,Cash,Lin W.
TXN-00111,10/02/2024,S005,P003,3,129.0,0.05,367.65,DEBIT CARD,Amy K.
TXN-00982,29-Nov-2024,S002,P001,4,19.99,0.05,75.96,Debit Card,Lin W.
TXN-00767,2023-12-20,S005,P013,1,44.95,0,44.95,PayPal,
TXN-00272,04/27/2024,S001,P010,1,69.95,0.05,66.45,PayPal,Tom B.
TXN-00741,02/27/2023,S003,P006,2,79.95,0,159.9,CREDIT CARD,Priya M.
TXN-00695,01/26/2024,S005,P018,4,85.0,n/a,272.0,Debit Card,Amy K.
TXN-00469,10-Jun-2023,S005,P003,4,129.0,0,516.0,Debit Card,Lin W.
TXN-00318,09-Nov-2023,, P008 ,5,89.95,0,449.75,Credit Card,Priya M.
TXN-00200,2023-04-13,S005,P002,4,59.95,0.15,203.83,Debit Card,Carlos R.
TXN-00255,20-Sep-2023,S004,P002,3,59.95,0.2,143.88,GIFT CARD,James T.
TXN-00772,07-Sep-2024,S003,P019,4,79.95,0,319.8,Credit Card,David N.
TXN-00139,2024-05-22,S005,P002,5,59.95,0,299.75,PayPal,Priya M.
TXN-00648,2024-08-12,S004,P019,1,79.95,0.1,71.95,Apple Pay,
TXN-00418,07/16/2023,S002,P004,5,49.95,0,249.75,apple pay,Carlos R.
TXN-00196,03-Dec-2024,S001, P008 ,2,89.95,0.05,170.91,CASH,Priya M.
TXN-01092,12-Jun-2023,S005, P017 ,1,39.95,0.15,69.44,CASH,
TXN-01117,2024-10-27,S005,P004,5,49.95,0,249.75,Cash,Priya M.
TXN-00210,10/15/2024,S008,P007,1,64.95,0,64.95,Debit Card,Carlos R.
TXN-00050,2023-05-26,S004,P014,1,89.95,0.05,85.45,Cash,Lin W.
TXN-00740,10/09/2024,S005, P009 ,1,74.95,0,74.95,PayPal,
TXN-00564,20-Jul-2023,S008,P010,2,69.95,0.05,132.91,Apple Pay,Carlos R.
TXN-00556,2023-01-30,S004,P007,2,64.95,0,129.9,Gift Card,James T.
TXN-00611,2023-06-11,S001,P004,-5,49.95,0,249.75,PAYPAL,Tom B.
TXN-00720,08/13/2023,S007,P013,3,44.95,0,134.85,GIFT CARD,Amy K.
TXN-00087,03-Apr-2023,S001, P002 ,3,59.95,0.1,161.87,Apple Pay,James T.
TXN-00694,09/28/2024,S005,P019,2,79.95,0,159.9,Apple Pay,David N.
TXN-01197,04/09/2024,S008,P013,5,44.95,0.1,202.28,Cash,Tom B.
TXN-01023,04/07/2024,S004,P020,5,59.95,0,299.75,debit card,James T.
TXN-01196,2023-09-04,S004,P008,3,89.95,0.05,256.36,Apple Pay,Maria S.
TXN-00266,20-Apr-2024,S003,P012,4,119.0,0.05,452.2,Debit Card,Amy K.
TXN-00194,2023-04-03,S004,P015,3,44.95,0.25,101.14,Credit Card,Amy K.
TXN-00698,2023-05-11,S008,P006,3,79.95,0.1,215.87,GIFT CARD,
TXN-00566,17-Nov-2024,S008,P010,5,69.95,0,349.75,Apple Pay,
TXN-00370,2024-06-29,S003, P015 ,4,44.95,0.25,134.85,Gift Card,Amy K.
TXN-00268,2023-11-28,S007,P016,4,49.95,0,199.8,Apple Pay,Maria S.
TXN-01143,01/17/2024,S007,P004,1,49.95,0,49.95,Debit Card,Amy K.
TXN-00806,2023-06-26,S005,P012,5,119.0,0.2,476.0,Gift Card,Lin W.
TXN-00715,21-May-2023,S006,P007,5,64.95,0,324.75,Debit Card,Maria S.
TXN-00895,2023-07-09,,P015,1,44.95,0.25,33.71,Debit Card,Priya M.
TXN-00569,07/22/2024,S002,P007,1,64.95,0,64.95,CREDIT CARD,Lin W.
TXN-01109,08/27/2024,S007,P003,1,129.0,0,129.0,Apple Pay,Tom B.
TXN-00483,14-Jan-2024,S006,P004,5,49.95,0.2,199.8,Credit Card,
TXN-00346,11/25/2024,S006,P015,4,44.95,0,179.8,PAYPAL,Amy K.
TXN-00697,01/03/2024,S008,P001,4,19.99,0,79.96,Credit Card,Tom B.
TXN-00195,2023-06-28,S006,P013,5,44.95,0,224.75,Cash,Amy K.
TXN-00402,2024-08-11,S003,P006,2,79.95,0,159.9,Cash,Maria S.
TXN-00724,17-Mar-2023,S007,P013,2,44.95,,80.91,Credit Card,James T.
TXN-00934,2024-09-13,S006,P011,1,198.0,0.25,148.5,Gift Card,Priya M.
TXN-01123,10/28/2023,S005,P005,3,34.99,0.1,94.47,Credit Card,Lin W.
TXN-00342,06-Oct-2024,S004,P007,5,64.95,0,324.75,PayPal,James T.
TXN-00473,2023-06-25,S001,P008,4,89.95,0.15,305.83,PayPal,Amy K.
TXN-00209,2023-09-01,,P014,5,89.95,0.1,404.78,Cash,Amy K.
TXN-00640,2023-03-20,S008,P001,4,19.99,0,79.96,Apple Pay,
TXN-01059,15-Aug-2023,S006,P013,2,44.95,0,89.9,PayPal,Priya M.
TXN-00110,2024-05-29,S003,P018,5,85.0,0,425.0,Gift Card,Lin W.
TXN-01158,16-Mar-2024,S003,P007,1,64.95,0,64.95,CREDIT CARD,Tom B.
TXN-00145,2023-12-27,S006,P009,4,74.95,0.25,224.85,Debit Card,Tom B.
TXN-00864,06/17/2023,S003,P010,3,69.95,0,209.85,Debit Card,Lin W.
TXN-00056,2024-04-28,S008,P010,5,69.95,0.1,314.78,GIFT CARD,Priya M.
TXN-00873,12/26/2024,S002, P013 ,3,44.95,0.05,225.96,Debit Card,Tom B.
TXN-00955,2024-04-29,S001,P014,4,89.95,0.2,287.84,Gift Card,Lin W.
TXN-00152,2023-08-26,S002, P017 ,3,39.95,0,119.85,Gift Card,James T.
TXN-00066,01-Dec-2023,S001,P019,3,79.95,0,239.85,Cash,James T.
TXN-00391,2024-07-20,S006,P008,3,89.95,0,269.85,PayPal,Lin W.
TXN-01160,07/27/2023,S008, P004 ,4,49.95,0,199.8,GIFT CARD,Lin W.
TXN-01054,06/28/2024,S002,P020,1,59.95,0.25,44.96,PAYPAL,Tom B.
TXN-00890,15-Apr-2023,S003,P016,1,49.95,0,49.95,debit card,Lin W.
TXN-00285,2023-10-03,S003,P016,3,49.95,0.15,127.37,PayPal,Carlos R.
TXN-00310,2023-07-16,,P006,1,79.95,0.05,75.95,Gift Card,
